Time(UTC),uu,uv,uw,uTs,uTc1,uH2O,vv,vw,vTs,vTc1,vH2O,ww,wTs,wTc1,wH2O,TsTs,Tc1Tc1,H2OH2O,u,v,w,Ts,Tc1,H2O,Uyp,WDy,WDyWDy,wgwg,wguy,wgTc2,uywg,uyTc2,Tc2Tc2,wg,Uy,Tc2,wdir_Y
2025-09-18 14:25:00,1.541,0.094,-0.068,0.021,0.026,-0.00017,0.754,-0.026,-0.003,-0.003,2.4e-05,0.133,-0.01,0.001,2.3e-05,0.006724,0.004624,0.0,3.051,-0.126,0.01,26.49,20.05,0.03034,0,0,0,,,,0,,,,0,,
2025-09-18 14:30:00,1.264,-0.002,-0.106,0.032,0.032,-0.000153,1.007,0.034,-0.004,-0.001,1.6e-05,0.173,-0.013,-0.004,3.6e-05,0.009604,0.007396,0.0,3.497,0.12,0.001,26.45,20.0,0.03031,0,0,0,,,,0,,,,0,,
2025-09-18 14:35:00,0.545,0.046,-0.043,0.014,0.012,-5.3e-05,1.055,0.008,-0.003,0.0,-7e-06,0.159,-0.012,0.001,2e-05,0.009801,0.005929,0.0,3.242,-0.026,-0.032,26.45,20.01,0.03024,0,0,0,,,,0,,,,0,,
2025-09-18 14:40:00,1.324,0.254,-0.098,0.036,0.041,-0.000127,1.546,-0.014,-0.022,-0.009,4.3e-05,0.221,-0.011,-0.002,2.4e-05,0.010816,0.007921,0.0,3.957,-0.342,0.003,26.51,20.09,0.03009,0,0,0,,,,0,,,,0,,
2025-09-18 14:45:00,1.273,0.397,-0.026,0.016,0.014,-7.6e-05,1.658,0.068,-0.003,0.004,-1e-05,0.225,-0.017,-0.006,4e-05,0.010816,0.006561,0.0,3.424,0.159,-0.082,26.51,20.08,0.03015,0,0,0,,,,0,,,,0,,
2025-09-18 14:50:00,1.854,0.128,-0.1,0.034,0.038,-0.000132,2.016,0.09,-0.02,-0.017,6.9e-05,0.274,-0.017,-0.006,3.9e-05,0.012544,0.007396,0.0,3.959,-0.656,-0.02,26.57,20.16,0.02997,0,0,0,,,,0,,,,0,,
2025-09-18 14:55:00,1.055,0.143,-0.069,0.03,0.022,-0.000109,0.94,-0.008,-0.005,-0.001,9e-06,0.174,-0.011,-0.003,2.8e-05,0.008464,0.003969,0.0,3.352,-0.437,0.024,26.57,20.15,0.03005,0,0,0,,,,0,,,,0,,
2025-09-18 15:00:00,1.042,-0.023,-0.098,0.032,0.021,-0.000116,0.627,-0.006,0.005,0.006,-8e-06,0.168,-0.014,-0.005,3.2e-05,0.009604,0.005776,0.0,2.865,0.01,0.014,26.53,20.1,0.03016,0,0,0,,,,0,,,,0,,
2025-09-18 15:05:00,0.697,0.045,-0.117,0.024,0.018,-5.9e-05,1.608,-0.016,-0.031,-0.031,9e-05,0.209,-0.017,-0.003,2.5e-05,0.013225,0.007396,0.0,2.92,-1.314,0.04,26.52,20.07,0.03002,0,0,0,,,,0,,,,0,,
2025-09-18 15:10:00,1.304,-0.079,-0.09,0.004,0.001,-5.2e-05,1.455,0.032,0.002,0.009,2e-06,0.262,-0.014,-0.001,2.6e-05,0.011664,0.005776,0.0,3.059,-1.091,0.058,26.51,20.08,0.0299,0,0,0,,,,0,,,,0,,
2025-09-18 15:15:00,1.257,-0.197,-0.092,0.063,0.07,-0.000159,1.017,0.016,-0.012,-0.01,3.3e-05,0.2,-0.024,-0.011,3.6e-05,0.017424,0.012321,0.0,3.212,-0.536,-0.002,26.48,20.05,0.02986,0,0,0,,,,0,,,,0,,
2025-09-18 15:20:00,0.686,-0.022,-0.053,0.004,0.001,-3.4e-05,0.646,0.024,-0.011,-0.005,2.5e-05,0.126,-0.012,-0.004,1.7e-05,0.011449,0.005929,0.0,3.035,-0.888,-0.029,26.5,20.08,0.02979,0,0,0,,,,0,,,,0,,
2025-09-18 15:25:00,1.17,0.051,-0.063,0.048,0.054,-0.000117,1.031,0.059,-0.015,-0.012,4.8e-05,0.209,-0.017,-0.005,2.6e-05,0.013924,0.010404,0.0,3.164,-0.716,-0.041,26.5,20.07,0.02977,0,0,0,,,,0,,,,0,,
2025-09-18 15:30:00,0.962,-0.269,-0.086,0.063,0.058,-0.00014,0.94,0.075,-0.029,-0.025,5.9e-05,0.196,-0.019,-0.009,2.9e-05,0.0169,0.011236,0.0,2.924,-1.104,0.03,26.47,20.04,0.0298,0,0,0,,,,0,,,,0,,
2025-09-18 15:35:00,1.187,-0.147,-0.037,0.054,0.07,-0.000134,0.984,0.016,-0.022,-0.016,4.7e-05,0.124,-0.014,-0.007,2.3e-05,0.015129,0.012321,0.0,2.99,-0.475,-0.07,26.48,20.06,0.02977,0,0,0,,,,0,,,,0,,
2025-09-18 15:40:00,0.621,0.174,-0.033,0.008,0.003,-1.2e-05,0.459,0.014,-0.002,0.0,4e-06,0.103,-0.011,-0.004,1.7e-05,0.010609,0.007225,0.0,2.859,-0.22,-0.017,26.48,20.06,0.02984,0,0,0,,,,0,,,,0,,
2025-09-18 15:45:00,0.452,0.12,-0.02,0.014,0.013,-3.8e-05,0.338,0.018,-0.003,0.005,-9e-06,0.079,-0.009,-0.003,1.4e-05,0.011236,0.006889,0.0,2.035,-0.538,-0.021,26.47,20.02,0.02998,0,0,0,,,,0,,,,0,,
2025-09-18 15:50:00,0.594,-0.09,-0.03,0.021,0.019,-4.7e-05,0.474,0.036,-0.026,-0.017,4e-05,0.134,-0.018,-0.009,2.7e-05,0.013924,0.008836,0.0,2.555,-0.831,-0.013,26.52,20.07,0.02995,0,0,0,,,,0,,,,0,,
2025-09-18 15:55:00,0.409,-0.007,-0.031,0.014,0.008,-3.1e-05,0.553,-0.002,-0.028,-0.018,5e-05,0.102,-0.01,-0.001,1.6e-05,0.011664,0.006724,0.0,2.351,-0.482,-0.018,26.53,20.08,0.02998,0,0,0,,,,0,,,,0,,
2025-09-18 16:00:00,1.1,0.233,-0.128,0.02,0.015,-3.7e-05,1.135,-0.045,0.012,0.017,-1.7e-05,0.148,-0.011,-0.003,1.4e-05,0.012321,0.007744,0.0,2.647,-0.091,-0.032,26.53,20.09,0.02989,0,0,0,,,,0,,,,0,,
2025-09-18 16:05:00,0.97,0.109,-0.066,0.034,0.04,-8.9e-05,0.672,0.038,-0.017,-0.012,1.9e-05,0.154,-0.018,-0.011,2.5e-05,0.013225,0.009216,0.0,2.892,-0.844,-0.029,26.53,20.08,0.02984,0,0,0,,,,0,,,,0,,
2025-09-18 16:10:00,0.751,0.217,-0.017,0.03,0.037,-6.1e-05,0.728,0.01,-0.005,0.007,-3e-06,0.126,-0.013,-0.006,1.6e-05,0.014161,0.009409,0.0,3.134,-0.647,-0.034,26.51,20.07,0.02977,0,0,0,,,,0,,,,0,,
2025-09-18 16:15:00,0.66,-0.137,-0.017,0.019,0.011,-4.5e-05,0.647,0.062,-0.042,-0.04,8.5e-05,0.114,-0.013,-0.006,2.3e-05,0.015625,0.011025,0.0,2.323,-0.739,0.04,26.49,20.05,0.02988,0,0,0,,,,0,,,,0,,
2025-09-18 16:20:00,0.769,-0.008,-0.053,0.043,0.036,-7.5e-05,0.633,0.028,-0.034,-0.029,4.5e-05,0.095,-0.015,-0.006,2e-05,0.018225,0.013225,0.0,2.875,-0.452,-0.004,26.47,20.02,0.02987,0,0,0,,,,0,,,,0,,
2025-09-18 16:25:00,0.678,0.129,-0.046,0.032,0.028,-6.3e-05,0.724,0.038,-0.023,-0.013,1.9e-05,0.104,-0.017,-0.006,1.8e-05,0.017956,0.011449,0.0,2.528,-0.556,0.013,26.45,19.99,0.02984,0,0,0,,,,0,,,,0,,
2025-09-18 16:30:00,0.736,-0.065,-0.045,0.052,0.052,-7.3e-05,0.533,0.002,-0.017,-0.011,1.5e-05,0.123,-0.02,-0.01,1.9e-05,0.019881,0.014161,0.0,2.776,-0.727,-0.079,26.45,19.99,0.02977,0,0,0,,,,0,,,,0,,
2025-09-18 16:35:00,0.631,0.015,-0.032,0.022,0.019,-3.4e-05,0.565,0.018,-0.011,-0.005,1e-05,0.105,-0.013,-0.008,1.2e-05,0.019044,0.011025,0.0,1.884,-0.477,0.006,26.35,19.88,0.02989,0,0,0,,,,0,,,,0,,
2025-09-18 16:40:00,0.583,-0.084,-0.046,0.054,0.051,-6.2e-05,0.377,0.023,-0.034,-0.027,3.4e-05,0.087,-0.018,-0.01,1.7e-05,0.025281,0.0169,0.0,2.17,-1.006,-0.014,26.37,19.89,0.02986,0,0,0,,,,0,,,,0,,
2025-09-18 16:45:00,0.779,-0.058,-0.031,0.024,0.025,-3.9e-05,0.935,0.056,-0.005,0.0,8e-06,0.185,-0.02,-0.006,1.7e-05,0.016641,0.009216,0.0,3.136,-0.713,0.018,26.43,19.98,0.02977,0,0,0,,,,0,,,,0,,
2025-09-18 16:50:00,0.739,0.161,-0.057,0.052,0.051,-6.5e-05,0.528,0.025,0.014,0.023,-1.9e-05,0.11,-0.02,-0.01,1.8e-05,0.018769,0.011881,0.0,2.565,-0.497,0.007,26.38,19.92,0.02984,0,0,0,,,,0,,,,0,,
2025-09-18 16:55:00,0.435,0.016,-0.063,0.026,0.021,-3.2e-05,0.481,-0.004,-0.005,-0.002,3e-06,0.124,-0.017,-0.006,1.2e-05,0.0169,0.009604,0.0,2.617,-1.207,-0.027,26.37,19.9,0.02986,0,0,0,,,,0,,,,0,,
2025-09-18 17:00:00,0.77,-0.15,-0.052,0.04,0.043,-5e-05,0.547,0.024,-0.017,-0.015,1.8e-05,0.097,-0.014,-0.006,1.2e-05,0.016641,0.010609,0.0,2.521,-0.909,-0.042,26.35,19.88,0.02988,0,0,0,,,,0,,,,0,,
2025-09-18 17:05:00,0.608,0.005,-0.034,0.04,0.038,-4.3e-05,0.585,0.034,-0.027,-0.019,2.3e-05,0.116,-0.019,-0.011,1.5e-05,0.020164,0.012544,0.0,2.608,-0.843,-0.074,26.37,19.9,0.02987,0,0,0,,,,0,,,,0,,
2025-09-18 17:10:00,0.616,0.186,-0.027,0.017,0.017,-2e-05,0.693,-0.009,-0.005,0.002,2e-06,0.099,-0.015,-0.007,1.1e-05,0.018496,0.01,0.0,2.459,-0.431,-0.039,26.31,19.83,0.02993,0,0,0,,,,0,,,,0,,
2025-09-18 17:15:00,0.439,-0.151,-0.038,0.036,0.033,-3.7e-05,0.648,0.008,-0.019,-0.016,1.7e-05,0.075,-0.014,-0.006,1e-05,0.017956,0.01,0.0,2.348,-0.718,-0.014,26.27,19.79,0.02995,0,0,0,,,,0,,,,0,,
2025-09-18 17:20:00,0.703,0.215,-0.012,0.056,0.054,-6.2e-05,0.726,0.046,0.001,0.002,-1.1e-05,0.086,-0.014,-0.007,1e-05,0.026569,0.017689,0.0,2.211,-0.565,0.015,26.23,19.74,0.02998,0,0,0,,,,0,,,,0,,
2025-09-18 17:25:00,0.942,-0.077,-0.088,0.086,0.085,-7.7e-05,0.321,0.042,-0.026,-0.024,2.1e-05,0.103,-0.023,-0.015,1.7e-05,0.024336,0.017424,0.0,2.382,-0.858,-0.044,26.26,19.77,0.02993,0,0,0,,,,0,,,,0,,
2025-09-18 17:30:00,0.45,-0.058,-0.049,0.044,0.042,-4.2e-05,0.471,0.05,-0.035,-0.033,3.1e-05,0.096,-0.022,-0.013,1.6e-05,0.026244,0.018769,0.0,2.357,-0.94,-0.048,26.25,19.76,0.02992,0,0,0,,,,0,,,,0,,
2025-09-18 17:35:00,0.478,-0.114,-0.037,0.038,0.039,-3.7e-05,0.483,-0.002,-0.023,-0.02,2e-05,0.112,-0.024,-0.014,1.6e-05,0.021609,0.013225,0.0,2.712,-0.746,-0.027,26.23,19.75,0.0299,0,0,0,,,,0,,,,0,,
2025-09-18 17:40:00,0.28,-0.077,-0.028,0.023,0.019,-1.8e-05,0.413,0.009,-0.018,-0.017,1.4e-05,0.084,-0.015,-0.005,9e-06,0.022801,0.0121,0.0,2.114,-0.584,-0.004,26.14,19.64,0.02997,0,0,0,,,,0,,,,0,,
2025-09-18 17:45:00,0.289,-0.043,-0.017,0.034,0.035,-2.7e-05,0.196,-0.005,-0.01,-0.008,7e-06,0.058,-0.012,-0.007,7e-06,0.024025,0.017956,0.0,1.831,-0.362,-0.03,26.11,19.61,0.02997,0,0,0,,,,0,,,,0,,
2025-09-18 17:50:00,0.401,-0.048,-0.046,0.058,0.057,-4.6e-05,0.152,0.006,-0.018,-0.021,1.4e-05,0.069,-0.019,-0.014,1.3e-05,0.026244,0.019044,0.0,1.911,-0.429,-0.024,26.07,19.57,0.03,0,0,0,,,,0,,,,0,,
2025-09-18 17:55:00,0.345,-0.049,-0.014,0.044,0.041,-3.6e-05,0.135,-0.001,-0.015,-0.013,1.1e-05,0.043,-0.007,-0.003,4e-06,0.021025,0.013225,0.0,1.648,-0.238,-0.027,25.97,19.45,0.03008,0,0,0,,,,0,,,,0,,
2025-09-18 18:00:00,0.198,-0.069,-0.021,0.019,0.015,-1.4e-05,0.225,0.024,-0.008,-0.004,5e-06,0.048,-0.009,-0.005,5e-06,0.014161,0.007744,0.0,1.915,-0.381,-0.034,26.01,19.51,0.03005,0,0,0,,,,0,,,,0,,
2025-09-18 18:05:00,0.278,0.018,-0.034,0.036,0.037,-3.1e-05,0.326,0.009,-0.003,-0.005,4e-06,0.089,-0.022,-0.015,1.5e-05,0.025281,0.0196,0.0,1.812,-0.329,0.006,25.97,19.46,0.03009,0,0,0,,,,0,,,,0,,
2025-09-18 18:10:00,0.491,0.025,-0.04,0.021,0.021,-2e-05,0.545,-0.006,-0.011,-0.006,8e-06,0.106,-0.015,-0.006,8e-06,0.015625,0.007744,0.0,2.683,-0.406,-0.054,26.07,19.57,0.03001,0,0,0,,,,0,,,,0,,
2025-09-18 18:15:00,0.351,-0.06,-0.043,0.041,0.036,-2.9e-05,0.246,0.004,-0.007,-0.007,8e-06,0.065,-0.014,-0.007,8e-06,0.019321,0.011449,0.0,2.045,-0.578,-0.028,25.94,19.43,0.0301,0,0,0,,,,0,,,,0,,
2025-09-18 18:20:00,0.425,-0.119,-0.057,0.052,0.05,-4.3e-05,0.342,0.016,-0.023,-0.022,2.1e-05,0.088,-0.017,-0.011,1.1e-05,0.021316,0.014884,0.0,2.494,-0.632,-0.052,25.96,19.46,0.03007,0,0,0,,,,0,,,,0,,
2025-09-18 18:25:00,1.748,0.036,-0.097,0.112,0.138,-0.000167,1.163,0.068,-0.035,-0.043,4.9e-05,0.151,-0.02,-0.014,1.9e-05,0.024649,0.023409,0.0,2.999,-1.047,-0.009,25.89,19.4,0.03,0,0,0,,,,0,,,,0,,
2025-09-18 18:30:00,0.888,0.069,-0.029,0.014,0.013,-4.8e-05,0.806,0.011,-0.006,-0.011,-1.5e-05,0.146,-0.019,-0.009,1.1e-05,0.014161,0.006724,0.0,3.033,-1.03,0.043,25.84,19.36,0.02993,0,0,0,,,,0,,,,0,,
2025-09-18 18:35:00,1.408,-0.234,-0.147,0.08,0.086,-9.3e-05,0.928,0.031,-0.021,-0.028,6.4e-05,0.208,-0.02,-0.01,1.6e-05,0.020449,0.014161,0.0,3.073,-1.336,0.054,25.75,19.28,0.02984,0,0,0,,,,0,,,,0,,
2025-09-18 18:40:00,1.431,-0.107,-0.119,0.038,0.051,-8.1e-05,1.443,0.134,-0.005,-0.008,3.2e-05,0.299,-0.021,-0.011,1.9e-05,0.015876,0.007921,0.0,3.398,-1.409,-0.054,25.72,19.26,0.02968,0,0,0,,,,0,,,,0,,
2025-09-18 18:45:00,1.497,-0.255,-0.124,0.043,0.056,-8e-05,1.03,0.053,-0.002,-0.009,8e-06,0.224,-0.014,-0.009,1.6e-05,0.0144,0.0081,0.0,3.985,-1.735,-0.09,25.71,19.26,0.02953,0,0,0,,,,0,,,,0,,
2025-09-18 18:50:00,0.801,-0.3,-0.077,0.033,0.035,-5.1e-05,1.082,0.06,-0.037,-0.048,5.3e-05,0.173,-0.015,-0.007,1.4e-05,0.013924,0.009409,0.0,3.194,-1.409,-0.08,25.65,19.19,0.02949,0,0,0,,,,0,,,,0,,
2025-09-18 18:55:00,0.933,0.048,-0.117,0.024,0.017,-4.6e-05,1.092,0.062,-0.015,-0.018,2.5e-05,0.267,-0.023,-0.013,2e-05,0.016129,0.007396,0.0,3.743,-1.334,-0.055,25.58,19.15,0.02939,0,0,0,,,,0,,,,0,,
2025-09-18 19:00:00,0.791,0.138,-0.046,0.042,0.045,-3.3e-05,0.717,0.005,0.009,0.009,1.2e-05,0.14,-0.015,-0.009,1e-05,0.017956,0.010816,0.0,2.483,-1.133,0.026,25.48,19.03,0.02939,0,0,0,,,,0,,,,0,,
2025-09-18 19:05:00,1.308,-0.13,-0.104,0.065,0.076,-0.000117,0.728,0.041,-0.02,-0.031,3.2e-05,0.207,-0.018,-0.01,1.7e-05,0.018225,0.012769,0.0,3.199,-1.643,0.006,25.45,19.02,0.02922,0,0,0,,,,0,,,,0,,
2025-09-18 19:10:00,0.87,-0.089,-0.019,0.029,0.033,-5.2e-05,0.885,0.045,-0.011,-0.022,1.8e-05,0.148,-0.015,-0.008,1e-05,0.0144,0.007569,0.0,3.332,-1.253,-0.034,25.43,19.01,0.02911,0,0,0,,,,0,,,,0,,
2025-09-18 19:15:00,0.722,-0.003,-0.072,0.036,0.03,-3.7e-05,0.879,0.023,-0.005,-0.014,1.1e-05,0.174,-0.018,-0.008,1.4e-05,0.016129,0.009216,0.0,2.985,-1.095,0.018,25.38,18.95,0.02907,0,0,0,,,,0,,,,0,,
2025-09-18 19:20:00,0.961,0.222,-0.049,0.058,0.061,-5.6e-05,0.759,0.05,0.018,0.016,-7e-06,0.125,-0.016,-0.009,1.3e-05,0.015376,0.010201,0.0,2.786,-1.253,-0.021,25.33,18.91,0.02907,0,0,0,,,,0,,,,0,,
2025-09-18 19:25:00,0.664,-0.013,-0.073,0.028,0.026,-3.2e-05,0.613,0.016,0.007,0.0,5e-06,0.135,-0.014,-0.009,1.2e-05,0.012321,0.006084,0.0,2.779,-1.016,-0.034,25.31,18.89,0.02905,0,0,0,,,,0,,,,0,,
2025-09-18 19:30:00,0.46,-0.074,-0.031,0.043,0.046,-3.3e-05,0.629,0.015,-0.006,-0.016,1.5e-05,0.075,-0.011,-0.007,8e-06,0.017161,0.011881,0.0,1.978,-0.815,0.018,25.19,18.76,0.02912,0,0,0,,,,0,,,,0,,
2025-09-18 19:35:00,0.338,-0.066,-0.045,0.02,0.014,-2e-05,0.395,0.017,0.003,-0.003,6e-06,0.094,-0.012,-0.007,9e-06,0.017689,0.009216,0.0,2.006,-0.818,0.009,25.18,18.73,0.02909,0,0,0,,,,0,,,,0,,
2025-09-18 19:40:00,0.371,0.001,-0.015,0.035,0.03,-2.8e-05,0.306,0.006,0.0,-0.005,5e-06,0.066,-0.009,-0.005,8e-06,0.013689,0.007569,0.0,2.002,-0.852,-0.018,25.17,18.74,0.02905,0,0,0,,,,0,,,,0,,
2025-09-18 19:45:00,1.099,-0.204,-0.124,0.028,0.033,-4.5e-05,1.131,0.098,-0.013,-0.029,4e-05,0.187,-0.016,-0.013,1.7e-05,0.014161,0.008836,0.0,2.96,-1.399,-0.079,25.25,18.86,0.02889,0,0,0,,,,0,,,,0,,
2025-09-18 19:50:00,0.45,-0.002,-0.072,0.019,0.015,-2e-05,0.852,0.006,-0.008,-0.02,2.2e-05,0.124,-0.013,-0.007,1.1e-05,0.014641,0.007396,0.0,2.845,-0.833,-0.007,25.22,18.81,0.0289,0,0,0,,,,0,,,,0,,
2025-09-18 19:55:00,1.199,-0.286,-0.075,0.088,0.1,-9.2e-05,0.625,0.036,-0.021,-0.034,3.3e-05,0.128,-0.019,-0.015,1.7e-05,0.021904,0.019044,0.0,2.993,-1.078,-0.025,25.19,18.78,0.02892,0,0,0,,,,0,,,,0,,
2025-09-18 20:00:00,0.693,0.104,-0.06,0.049,0.05,-4.6e-05,0.363,0.007,0.009,0.008,-4e-06,0.094,-0.013,-0.006,1e-05,0.015625,0.01,0.0,2.241,-0.573,-0.01,25.15,18.73,0.02895,0,0,0,,,,0,,,,0,,
2025-09-18 20:05:00,0.495,0.017,-0.02,0.046,0.038,-3.6e-05,0.269,0.009,0.01,0.003,-3e-06,0.068,-0.008,-0.005,5e-06,0.017956,0.010609,0.0,2.153,-0.424,-0.01,25.14,18.72,0.02893,0,0,0,,,,0,,,,0,,
2025-09-18 20:10:00,0.764,-0.14,-0.072,0.021,0.02,-2e-05,0.327,0.024,0.021,0.012,-9e-06,0.105,-0.011,-0.006,9e-06,0.019321,0.012544,0.0,2.086,-0.564,-0.029,25.15,18.74,0.0289,0,0,0,,,,0,,,,0,,
2025-09-18 20:15:00,0.624,-0.076,-0.06,0.041,0.041,-4.1e-05,0.872,-0.005,-0.013,-0.02,2.5e-05,0.108,-0.014,-0.008,1.1e-05,0.017424,0.011664,0.0,2.644,-0.957,0.002,25.16,18.75,0.02886,0,0,0,,,,0,,,,0,,
2025-09-18 20:20:00,0.665,-0.272,-0.06,0.029,0.034,-3.9e-05,0.573,0.038,-0.012,-0.023,2.6e-05,0.093,-0.013,-0.008,1.1e-05,0.016129,0.009216,0.0,2.528,-0.954,-0.019,25.14,18.72,0.02885,0,0,0,,,,0,,,,0,,
2025-09-18 20:25:00,0.492,-0.052,-0.044,0.042,0.04,-3.9e-05,0.538,0.033,-0.009,-0.019,1.9e-05,0.125,-0.016,-0.012,1.3e-05,0.016641,0.011236,0.0,2.777,-1.051,-0.024,25.14,18.75,0.02881,0,0,0,,,,0,,,,0,,
2025-09-18 20:30:00,0.379,-0.153,-0.053,0.03,0.031,-3.1e-05,0.562,0.04,-0.023,-0.033,3.2e-05,0.096,-0.015,-0.013,1.3e-05,0.016641,0.012544,0.0,2.241,-1.239,-0.008,25.15,18.75,0.02879,0,0,0,,,,0,,,,0,,
2025-09-18 20:35:00,0.807,0.134,-0.039,0.048,0.044,-4.5e-05,0.48,0.014,0.02,0.014,-1.1e-05,0.118,-0.012,-0.006,1e-05,0.015876,0.008836,0.0,2.953,-1.064,-0.006,25.19,18.78,0.02873,0,0,0,,,,0,,,,0,,
2025-09-18 20:40:00,0.27,-0.115,-0.022,0.013,0.011,-1.4e-05,0.362,0.013,-0.015,-0.018,1.7e-05,0.077,-0.01,-0.006,8e-06,0.017424,0.010609,0.0,2.018,-0.959,-0.033,25.1,18.69,0.02879,0,0,0,,,,0,,,,0,,
2025-09-18 20:45:00,0.292,0.003,-0.041,0.018,0.009,-1.3e-05,0.253,0.017,0.01,0.006,-4e-06,0.087,-0.01,-0.006,7e-06,0.019881,0.012769,0.0,1.995,-0.411,-0.008,25.11,18.69,0.02878,0,0,0,,,,0,,,,0,,
2025-09-18 20:50:00,0.528,-0.177,-0.05,0.047,0.045,-3.9e-05,0.332,0.031,-0.009,-0.014,1.3e-05,0.058,-0.011,-0.005,8e-06,0.019044,0.011449,0.0,1.849,-0.473,0.026,25.02,18.6,0.02885,0,0,0,,,,0,,,,0,,
2025-09-18 20:55:00,0.274,-0.032,-0.023,0.054,0.054,-4.3e-05,0.268,0.021,-0.013,-0.015,1.4e-05,0.055,-0.013,-0.008,9e-06,0.026244,0.021904,0.0,1.87,-0.469,-0.001,25.01,18.6,0.02886,0,0,0,,,,0,,,,0,,
2025-09-18 21:00:00,0.524,-0.055,-0.071,0.043,0.042,-3.4e-05,0.514,0.023,0.004,0.003,5e-06,0.124,-0.012,-0.008,9e-06,0.018769,0.012321,0.0,2.126,-0.616,-0.015,25.03,18.61,0.02887,0,0,0,,,,0,,,,0,,
2025-09-18 21:05:00,0.253,0.005,-0.027,0.022,0.016,-1.2e-05,0.226,0.016,-0.01,-0.011,1.2e-05,0.053,-0.01,-0.005,7e-06,0.015625,0.008649,0.0,1.713,-0.368,-0.02,24.94,18.51,0.02896,0,0,0,,,,0,,,,0,,
2025-09-18 21:10:00,0.437,0.063,-0.017,0.035,0.029,-2.7e-05,0.605,0.03,-0.003,-0.009,1e-05,0.094,-0.01,-0.005,7e-06,0.019044,0.011449,0.0,2.223,-0.521,-0.036,25.01,18.59,0.02895,0,0,0,,,,0,,,,0,,
2025-09-18 21:15:00,0.51,0.044,-0.06,0.057,0.051,-4e-05,0.36,-0.016,0.003,-0.002,5e-06,0.085,-0.014,-0.009,1e-05,0.019044,0.012769,0.0,2.355,-0.629,-0.013,25.02,18.6,0.02895,0,0,0,,,,0,,,,0,,
2025-09-18 21:20:00,0.466,-0.036,-0.03,0.039,0.04,-3.2e-05,0.429,0.002,0.01,0.003,-1e-06,0.045,-0.006,-0.004,4e-06,0.018496,0.013689,0.0,2.005,-0.472,-0.044,25.03,18.6,0.02897,0,0,0,,,,0,,,,0,,
